customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5635-IKZC,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,33.89,120.88,No
5636-AWBY,Male,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),103.44,2703.55,No
5637-IKSH,Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.87,302.26,No
5638-PVTO,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,74.65,333.58,No
5639-OACZ,Male,0,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),98.64,4621.28,No
5640-CQSH,Female,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,73.44,721.62,Yes
5641-NTWQ,Female,1,Yes,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.0,529.28,Yes
5642-SSMB,Female,0,No,No,41,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.91,2574.14,No
5643-ALKS,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.29,547.95,Yes
5644-KJSP,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),47.04,1063.82,No
5645-OLHI,Male,0,Yes,Yes,72,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,47.91,3479.93,No
5646-CDEY,Male,0,No,No,25,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),75.35,1858.1,No
5647-CLAD,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),70.46,42.87,No
5648-YFOU,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,45.73,1331.11,No
5649-OHFM,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,105.18,318.34,Yes
5650-FDJO,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,71.31,697.36,Yes
5651-WZNO,Female,0,Yes,Yes,60,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),18.25,1109.06,No
5652-YPVH,Male,0,No,Yes,0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),77.4,18.85,Yes
5653-DXDU,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),84.61,170.92,No
5654-FTMM,Female,0,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),86.01,1297.76,Yes
5655-IKRM,Male,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,52.21,3666.36,No
5656-NDEG,Female,0,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.94,422.74,No
5657-DAUJ,Male,1,No,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.14,344.84,No
5658-RASF,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),70.85,1763.91,No
5659-HSXE,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,87.89,1890.72,Yes
5660-FODQ,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,75.14,1403.37,No
5661-INSA,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,98.12,7094.88,No
5662-WHPH,Female,0,No,No,10,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,99.53,1071.15,No
5663-BEDK,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,65.5,691.84,No
5664-XJID,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),35.96,82.57,No
5665-AVUI,Female,1,No,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.87,3672.87,No
5666-CCXT,Female,0,No,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,82.4,1024.26,No
5667-SSKP,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.31,1773.22,No
5668-HZCP,Female,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),58.16,4226.39,No
5669-VNNW,Female,0,Yes,No,1,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),34.58,18.85,No
5670-NEHB,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.25,1319.31,No
5671-GJZW,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,35.72,333.74,No
5672-ZREU,Female,1,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,261.65,Yes
5673-HLDL,Male,0,No,Yes,48,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.15,3799.77,No
5674-SNFA,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,66.51,2315.53,No
5675-PCOI,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.82,1839.21,Yes
5676-SHRW,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,86.82,1702.2,No
5677-HDME,Male,0,No,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,22.09,1590.53,No
5678-JFQS,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,102.27,5034.62,No
5679-IWQS,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.3,548.15,Yes
5680-XFHL,Male,1,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),77.97,5648.72,Yes
5681-UOGC,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,33.68,2473.13,No
5682-QBKD,Female,1,Yes,No,17,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),68.67,1166.45,No
5683-QULB,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,61.78,2146.09,No
5684-VVUL,Female,0,No,Yes,53,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.19,3025.77,No
5685-IPER,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.11,2767.73,No
5686-QAZJ,Male,0,No,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,77.04,18.85,Yes
5687-NSAR,Male,1,Yes,Yes,31,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,38.32,1224.32,Yes
5688-ELMY,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,18.25,1298.42,Yes
5689-DJNP,Male,0,No,No,8,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,63.0,474.11,No
5690-CNUB,Female,0,Yes,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),96.86,4786.15,No
5691-QWPH,Female,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18.25,417.6,Yes
5692-XAWA,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,67.46,471.27,No
5693-XPFT,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.93,147.19,No
5694-UHUK,Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),81.3,3665.24,No
5695-RIZL,Female,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),67.82,770.48,No
5696-ZEGX,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.15,671.78,Yes
5697-SEIW,Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,388.85,No
5698-UYNC,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),67.62,1577.06,No
5699-ZEOW,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,44.69,362.86,No
5700-BOCC,Female,0,No,No,35,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.2,1331.55,No
5701-TQCD,Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,67.76,2460.86,No
5702-MTGM,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.43,181.37,No
5703-BZGQ,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),68.55,1633.65,Yes
5704-ZYKL,Male,0,Yes,No,30,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.02,2354.02,Yes
5705-BLHU,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,19.89,100.32,Yes
5706-UNKQ,Female,0,No,Yes,71,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),93.94,6661.64,Yes
5707-RCYG,Male,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,64.06,1383.62,No
5708-WXEW,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.58,291.14,Yes
5709-WWAK,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),55.48,680.57,No
5710-TYKF,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),118.75,2397.87,Yes
5711-WAVQ,Female,0,No,Yes,0,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,109.02,18.85,No
5712-ALCN,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),64.75,18.85,No
5713-ZQOD,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,60.21,85.46,Yes
5714-HKMY,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,386.71,No
5715-QQET,Male,0,No,No,13,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.82,749.49,Yes
5716-XPAQ,Male,0,No,Yes,71,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),73.19,5169.27,No
5717-VOKA,Female,0,No,No,26,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,64.51,1563.82,No
5718-PUES,Male,0,No,Yes,45,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,70.5,3191.66,No
5719-EBMR,Male,0,No,No,37,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,79.57,2873.1,No
5720-QZHW,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.03,1268.72,No
5721-EIOG,Female,1,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,71.41,3055.93,Yes
5722-GBGO,Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),45.92,1063.38,No
5723-ADTK,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.55,474.75,Yes
5724-HCTS,Male,0,No,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),114.92,2049.04,No
5725-FHJM,Male,0,No,Yes,58,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,29.11,1672.93,No
5726-PMSO,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.9,1487.62,No
5727-JVTI,Male,0,No,No,15,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),87.46,1293.91,No
5728-XZIV,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),57.21,296.47,Yes
5729-PEXT,Male,0,No,No,21,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,82.06,1665.69,Yes
5730-EOMD,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),97.25,963.95,No
5731-RDLA,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,67.17,4834.29,No
5732-SPHE,Male,1,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.83,1616.36,Yes
5733-IIIN,Male,0,Yes,No,0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),81.65,18.85,Yes
5734-VYLV,Female,0,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.76,164.52,No
5735-STJG,Female,0,No,No,10,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),23.27,371.99,No
5736-QDIY,Male,0,Yes,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),118.75,355.32,Yes
5737-DTZC,Male,1,No,No,71,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),78.08,5518.08,No
5738-QCDL,Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,39.01,2262.98,Yes
5739-HDVD,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),118.75,8545.84,No
5740-CTAR,Male,0,Yes,No,39,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),20.39,766.83,No
5741-SACK,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.73,1282.68,No
5742-WNBC,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,50.91,3669.14,No
5743-DCFM,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,94.35,6853.99,Yes
5744-DTUD,Female,0,No,No,67,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,53.32,3582.43,No
5745-RBRK,Female,0,Yes,Yes,63,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.88,3903.23,No
5746-RONL,Male,0,No,Yes,35,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),28.1,992.38,Yes
5747-ESIP,Male,1,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),59.95,18.85,Yes
5748-WQSH,Female,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,56.76,1035.09,No
5749-YJMM,Female,0,Yes,No,32,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,18.25,604.24,No
5750-IBUI,Male,0,No,No,25,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.44,1424.35,No
5751-YBTN,Female,0,No,Yes,55,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),38.04,2080.04,No
5752-RAWK,Female,0,Yes,Yes,54,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,108.14,5785.53,No
5753-KVBF,Male,0,Yes,No,29,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,73.07,2069.85,Yes
5754-AAUU,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),109.19,74.93,No
5755-XPLO,Female,1,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),18.25,349.21,No
5756-UPVK,Male,0,No,Yes,8,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,33.96,233.64,No
5757-HALV,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.32,508.41,No
5758-FJAW,Female,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),40.65,1258.21,No
5759-ICEH,Male,1,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),74.37,124.87,No
5760-HIBR,Female,0,No,Yes,0,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),56.38,18.85,No
5761-WJDC,Male,0,Yes,No,18,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,34.73,562.78,No
5762-SGTJ,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,118.75,5933.76,No
5763-YOOG,Male,1,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,70.75,113.79,No
5764-NIAW,Female,1,No,No,60,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,18.25,1179.93,No
5765-KTBC,Female,0,No,Yes,15,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,86.79,1271.83,No
5766-CWYI,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),118.75,404.87,Yes
5767-CEES,Male,0,Yes,No,26,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.83,2235.53,Yes
5768-CNTL,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,33.98,2438.04,No
5769-PSES,Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),51.59,1294.52,No
5770-SRKW,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),89.38,3275.45,No
5771-UMJY,Male,0,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.8,1957.49,No
5772-ZDGV,Male,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),60.38,3109.63,No
5773-OSOX,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,37.9,57.75,No
5774-UGZG,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.69,3541.89,Yes
5775-HSLK,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.27,6440.1,Yes
5776-YUCG,Male,0,Yes,No,38,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),104.74,4019.88,No
5777-BHNS,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,95.37,5445.77,Yes
5778-OARN,Male,0,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),107.58,2288.51,No
5779-ETFA,Female,0,Yes,No,12,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),113.77,1443.42,Yes
5780-VAPT,Male,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),23.08,814.84,No
5781-RVHU,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),41.63,909.38,No
5782-XLJL,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.57,2662.76,Yes
5783-MIWS,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,69.93,5034.73,No
5784-LGWS,Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.0,2458.01,No
5785-WCIS,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,53.54,3862.55,No
5786-RFVC,Female,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.14,1311.34,Yes
5787-LZQK,Female,1,No,No,72,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),81.56,5828.51,No
5788-MHLC,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,50.11,659.99,No
5789-NSKX,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,88.67,344.38,Yes
5790-PGTO,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,73.67,2284.24,Yes
5791-UVEV,Male,0,Yes,No,19,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,73.78,1365.62,No
5792-PWUN,Male,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,85.06,6050.13,No
5793-UDGD,Male,1,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,351.48,Yes
5794-MBVH,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,38.19,2781.9,No
5795-RDMV,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,34.43,18.85,No
5796-TTIU,Female,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),65.98,3721.38,No
5797-ZZQZ,Male,1,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,88.04,3902.04,No
5798-DVHE,Male,0,Yes,Yes,40,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),49.5,1910.01,Yes
5799-ADML,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.95,487.31,No
5800-DMRQ,Male,0,No,No,49,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),18.25,864.82,No
5801-WGNH,Female,0,No,No,21,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),76.1,1659.45,No
5802-QLMZ,Male,1,Yes,No,40,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.65,1233.16,No
5803-BBHU,Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,74.12,1825.86,Yes
5804-SIOP,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),38.4,242.97,Yes
5805-DIYR,Male,1,Yes,No,2,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,81.64,169.47,No
5806-XBSQ,Male,1,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),75.99,1003.7,No
5807-SWLW,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),18.25,1299.09,No
