customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_group,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,num_services,Churn,churn_flag,churn_probability,risk_segment
5568-QFSB,Female,0,Yes,No,0,0-12 mo,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.0,137.45,5,No,0,,N/A
5569-LHVL,Male,0,No,No,16,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),100.21,1675.3,2,Yes,1,,N/A
5570-NSGE,Male,0,Yes,No,30,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.12,1206.62,2,No,0,,N/A
5571-XBXC,Female,0,Yes,No,0,0-12 mo,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,20.13,18.85,4,No,0,,N/A
5572-JJPB,Female,0,No,No,7,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,46.57,409.24,1,No,0,,N/A
5573-BDYO,Female,1,Yes,No,12,0-12 mo,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.73,805.02,6,No,0,,N/A
5574-HHPP,Male,0,Yes,No,0,0-12 mo,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.11,34.54,5,Yes,1,,N/A
5575-EZJL,Female,0,Yes,No,25,25-48 mo,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,56.43,1382.36,4,No,0,,N/A
5576-DPVU,Female,1,No,No,31,25-48 mo,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),80.95,2533.11,3,Yes,1,,N/A
5577-ZBVI,Male,0,Yes,No,8,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,61.8,483.16,1,No,0,,N/A
5578-XVGX,Female,0,Yes,No,25,25-48 mo,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,22.82,513.1,3,Yes,1,,N/A
5579-VWXJ,Female,0,Yes,No,72,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,80.07,5757.73,1,Yes,1,,N/A
5580-OXDM,Female,0,Yes,No,69,49-72 mo,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),45.47,3190.9,3,No,0,,N/A
5581-OICX,Female,0,Yes,No,1,0-12 mo,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,69.36,174.34,3,Yes,1,,N/A
5582-MVAN,Male,0,No,No,4,0-12 mo,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),53.74,277.74,5,Yes,1,,N/A
5583-GBDS,Female,0,No,No,21,13-24 mo,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,22.62,459.59,6,No,0,,N/A
5584-OQUZ,Female,0,Yes,Yes,9,0-12 mo,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),75.41,625.59,5,No,0,,N/A
5585-YQWF,Male,1,No,No,2,0-12 mo,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),45.24,78.99,6,No,0,,N/A
5586-UZXN,Female,0,No,No,9,0-12 mo,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),37.09,457.21,4,No,0,,N/A
5587-RVWJ,Male,0,Yes,Yes,2,0-12 mo,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,51.72,38.18,4,Yes,1,,N/A
5588-IQTB,Male,0,Yes,No,24,13-24 mo,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,76.33,1830.52,6,No,0,,N/A
5589-AUPR,Male,0,No,Yes,21,13-24 mo,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,65.67,1328.07,4,No,0,,N/A
5590-CTRN,Female,0,No,No,0,0-12 mo,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),33.33,18.85,5,No,0,,N/A
5591-KDZH,Male,0,Yes,No,21,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,54.22,1244.57,1,Yes,1,,N/A
5592-BZKD,Male,0,Yes,Yes,23,13-24 mo,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,79.27,1827.71,5,Yes,1,,N/A
5593-PJNT,Male,0,Yes,Yes,29,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.38,1895.66,1,Yes,1,,N/A
5594-ORBS,Female,0,Yes,No,72,49-72 mo,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,35.69,2575.06,6,No,0,,N/A
5595-GQOA,Female,0,No,Yes,72,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),87.0,6306.11,2,No,0,,N/A
5596-IGEP,Female,0,No,Yes,23,13-24 mo,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.16,2539.22,5,Yes,1,,N/A
5597-TSWA,Female,0,No,Yes,59,49-72 mo,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,49.52,2878.92,6,No,0,,N/A
5598-FBNX,Female,0,Yes,Yes,2,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.24,228.13,2,No,0,,N/A
5599-SRPD,Female,0,Yes,Yes,24,13-24 mo,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.76,1991.3,3,Yes,1,,N/A
5600-TIKW,Female,0,Yes,No,36,25-48 mo,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),57.98,2113.17,7,No,0,,N/A
5601-FCCN,Male,0,No,No,26,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,81.33,2067.37,1,No,0,,N/A
5602-ZMXC,Male,1,No,Yes,8,0-12 mo,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,25.29,154.73,3,No,0,,N/A
5603-OABW,Male,1,Yes,Yes,2,0-12 mo,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.21,60.5,4,Yes,1,,N/A
5604-IPQY,Male,1,Yes,No,15,13-24 mo,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),92.11,1381.7,5,Yes,1,,N/A
5605-MJJQ,Female,0,No,Yes,33,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.41,1087.24,2,No,0,,N/A
5606-UQJH,Male,0,No,No,72,49-72 mo,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.97,4340.97,2,No,0,,N/A
5607-VIUU,Male,0,Yes,Yes,8,0-12 mo,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,26.27,186.3,6,Yes,1,,N/A
5608-KXIS,Male,1,Yes,Yes,72,49-72 mo,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,62.82,4458.14,6,No,0,,N/A
5609-HBNM,Male,0,Yes,Yes,2,0-12 mo,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),89.42,243.45,4,No,0,,N/A
5610-EWNN,Female,0,No,Yes,72,49-72 mo,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),55.36,3951.98,4,No,0,,N/A
5611-GGNK,Female,0,No,No,57,49-72 mo,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),88.13,4937.87,7,No,0,,N/A
5612-BSMI,Female,0,No,Yes,0,0-12 mo,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.73,18.85,4,Yes,1,,N/A
5613-XFAK,Male,0,No,No,11,0-12 mo,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,18.25,184.39,4,No,0,,N/A
5614-BFOR,Female,0,No,No,1,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),43.02,83.27,1,No,0,,N/A
5615-YUQW,Male,0,Yes,No,72,49-72 mo,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.42,1802.98,6,No,0,,N/A
5616-TBZX,Female,0,Yes,Yes,17,13-24 mo,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),68.1,1162.19,6,No,0,,N/A
5617-JJOS,Female,0,Yes,Yes,34,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,96.61,3287.09,2,No,0,,N/A
5618-EJML,Female,0,Yes,No,8,0-12 mo,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,73.95,577.75,3,No,0,,N/A
5619-HVBA,Female,1,No,Yes,72,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),76.95,5503.58,1,No,0,,N/A
5620-FEPT,Female,0,No,No,10,0-12 mo,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,52.95,579.16,8,No,0,,N/A
5621-ILDG,Male,0,No,No,9,0-12 mo,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,84.63,778.83,6,No,0,,N/A
5622-HCSP,Female,0,Yes,No,12,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,70.86,853.22,1,Yes,1,,N/A
5623-IHWG,Male,0,Yes,Yes,19,13-24 mo,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),102.1,1937.14,5,No,0,,N/A
5624-BMTE,Male,0,Yes,No,0,0-12 mo,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,70.21,18.85,3,Yes,1,,N/A
5625-EWTU,Male,0,No,No,29,25-48 mo,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),20.89,568.18,4,No,0,,N/A
5626-EEKS,Male,0,Yes,No,1,0-12 mo,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,28.18,18.85,5,No,0,,N/A
5627-PQTG,Male,0,Yes,Yes,24,13-24 mo,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,31.37,759.13,5,No,0,,N/A
5628-NRNH,Female,0,Yes,No,19,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.0,937.6,1,No,0,,N/A
5629-TMEN,Female,0,No,No,8,0-12 mo,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),110.33,908.49,5,No,0,,N/A
5630-LBTU,Female,0,No,No,12,0-12 mo,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),99.51,1245.28,3,No,0,,N/A
5631-OUTC,Female,0,No,No,39,25-48 mo,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,77.8,3074.74,6,No,0,,N/A
5632-INPC,Male,0,No,No,0,0-12 mo,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),88.67,18.85,4,Yes,1,,N/A
5633-ZXGO,Female,0,No,Yes,12,0-12 mo,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),86.02,1160.75,5,No,0,,N/A
5634-LMAP,Female,0,Yes,No,36,25-48 mo,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.16,3548.95,5,No,0,,N/A
5635-IKZC,Male,0,Yes,No,5,0-12 mo,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,33.89,120.88,6,No,0,,N/A
5636-AWBY,Male,0,No,Yes,26,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),103.44,2703.55,1,No,0,,N/A
5637-IKSH,Female,0,No,No,5,0-12 mo,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.87,302.26,7,No,0,,N/A
5638-PVTO,Female,0,Yes,No,5,0-12 mo,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,74.65,333.58,5,No,0,,N/A
5639-OACZ,Male,0,Yes,Yes,47,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),98.64,4621.28,2,No,0,,N/A
5640-CQSH,Female,0,No,Yes,9,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,73.44,721.62,2,Yes,1,,N/A
5641-NTWQ,Female,1,Yes,No,15,13-24 mo,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.0,529.28,4,Yes,1,,N/A
5642-SSMB,Female,0,No,No,41,25-48 mo,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.91,2574.14,3,No,0,,N/A
5643-ALKS,Female,0,Yes,No,6,0-12 mo,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.29,547.95,6,Yes,1,,N/A
5644-KJSP,Male,0,Yes,Yes,24,13-24 mo,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),47.04,1063.82,7,No,0,,N/A
5645-OLHI,Male,0,Yes,Yes,72,49-72 mo,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,47.91,3479.93,2,No,0,,N/A
5646-CDEY,Male,0,No,No,25,25-48 mo,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),75.35,1858.1,3,No,0,,N/A
5647-CLAD,Female,0,No,No,1,0-12 mo,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),70.46,42.87,4,No,0,,N/A
5648-YFOU,Female,0,Yes,Yes,28,25-48 mo,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,45.73,1331.11,3,No,0,,N/A
5649-OHFM,Female,0,No,No,3,0-12 mo,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,105.18,318.34,3,Yes,1,,N/A
5650-FDJO,Female,0,Yes,No,10,0-12 mo,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,71.31,697.36,4,Yes,1,,N/A
5651-WZNO,Female,0,Yes,Yes,60,49-72 mo,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),18.25,1109.06,3,No,0,,N/A
5652-YPVH,Male,0,No,Yes,0,0-12 mo,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),77.4,18.85,4,Yes,1,,N/A
5653-DXDU,Female,0,Yes,Yes,2,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),84.61,170.92,1,No,0,,N/A
5654-FTMM,Female,0,No,No,14,13-24 mo,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),86.01,1297.76,4,Yes,1,,N/A
5655-IKRM,Male,0,No,Yes,72,49-72 mo,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,52.21,3666.36,4,No,0,,N/A
5656-NDEG,Female,0,No,No,11,0-12 mo,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.94,422.74,0,No,0,,N/A
5657-DAUJ,Male,1,No,No,5,0-12 mo,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.14,344.84,6,No,0,,N/A
5658-RASF,Male,0,No,No,25,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),70.85,1763.91,2,No,0,,N/A
5659-HSXE,Male,0,Yes,Yes,23,13-24 mo,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,87.89,1890.72,6,Yes,1,,N/A
5660-FODQ,Male,0,Yes,No,19,13-24 mo,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,75.14,1403.37,7,No,0,,N/A
5661-INSA,Male,0,Yes,No,72,49-72 mo,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,98.12,7094.88,2,No,0,,N/A
5662-WHPH,Female,0,No,No,10,0-12 mo,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,99.53,1071.15,5,No,0,,N/A
5663-BEDK,Male,0,Yes,No,11,0-12 mo,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,65.5,691.84,4,No,0,,N/A
5664-XJID,Male,0,Yes,No,4,0-12 mo,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),35.96,82.57,7,No,0,,N/A
5665-AVUI,Female,1,No,No,38,25-48 mo,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.87,3672.87,5,No,0,,N/A
5666-CCXT,Female,0,No,Yes,12,0-12 mo,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,82.4,1024.26,5,No,0,,N/A
5667-SSKP,Male,0,No,No,51,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.31,1773.22,1,No,0,,N/A
5668-HZCP,Female,1,No,No,72,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),58.16,4226.39,2,No,0,,N/A
5669-VNNW,Female,0,Yes,No,1,0-12 mo,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),34.58,18.85,4,No,0,,N/A
5670-NEHB,Male,0,No,Yes,72,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.25,1319.31,1,No,0,,N/A
5671-GJZW,Male,0,Yes,Yes,9,0-12 mo,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,35.72,333.74,4,No,0,,N/A
5672-ZREU,Female,1,Yes,No,17,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,261.65,2,Yes,1,,N/A
5673-HLDL,Male,0,No,Yes,48,25-48 mo,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.15,3799.77,5,No,0,,N/A
5674-SNFA,Male,0,No,No,35,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,66.51,2315.53,2,No,0,,N/A
5675-PCOI,Female,0,No,No,48,25-48 mo,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.82,1839.21,5,Yes,1,,N/A
5676-SHRW,Male,0,No,No,20,13-24 mo,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,86.82,1702.2,4,No,0,,N/A
5677-HDME,Male,0,No,Yes,72,49-72 mo,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,22.09,1590.53,7,No,0,,N/A
5678-JFQS,Male,0,Yes,Yes,49,49-72 mo,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,102.27,5034.62,4,No,0,,N/A
5679-IWQS,Male,0,No,No,11,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.3,548.15,2,Yes,1,,N/A
5680-XFHL,Male,1,No,No,72,49-72 mo,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),77.97,5648.72,0,Yes,1,,N/A
5681-UOGC,Female,0,No,No,72,49-72 mo,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,33.68,2473.13,4,No,0,,N/A
5682-QBKD,Female,1,Yes,No,17,13-24 mo,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),68.67,1166.45,4,No,0,,N/A
5683-QULB,Male,0,Yes,No,33,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,61.78,2146.09,1,No,0,,N/A
5684-VVUL,Female,0,No,Yes,53,49-72 mo,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.19,3025.77,3,No,0,,N/A
5685-IPER,Male,0,Yes,No,54,49-72 mo,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.11,2767.73,5,No,0,,N/A
5686-QAZJ,Male,0,No,Yes,0,0-12 mo,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,77.04,18.85,0,Yes,1,,N/A
5687-NSAR,Male,1,Yes,Yes,31,25-48 mo,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,38.32,1224.32,4,Yes,1,,N/A
5688-ELMY,Male,0,Yes,No,72,49-72 mo,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,18.25,1298.42,4,Yes,1,,N/A
5689-DJNP,Male,0,No,No,8,0-12 mo,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,63.0,474.11,5,No,0,,N/A
5690-CNUB,Female,0,Yes,No,50,49-72 mo,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),96.86,4786.15,6,No,0,,N/A
5691-QWPH,Female,0,No,No,24,13-24 mo,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18.25,417.6,4,Yes,1,,N/A
5692-XAWA,Male,0,Yes,Yes,8,0-12 mo,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,67.46,471.27,4,No,0,,N/A
5693-XPFT,Female,0,Yes,No,1,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.93,147.19,2,No,0,,N/A
5694-UHUK,Male,0,Yes,No,45,25-48 mo,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),81.3,3665.24,4,No,0,,N/A
5695-RIZL,Female,0,No,Yes,12,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),67.82,770.48,1,No,0,,N/A
5696-ZEGX,Male,0,Yes,No,15,13-24 mo,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.15,671.78,2,Yes,1,,N/A
5697-SEIW,Female,0,No,No,21,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,388.85,2,No,0,,N/A
5698-UYNC,Male,0,No,No,22,13-24 mo,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),67.62,1577.06,7,No,0,,N/A
5699-ZEOW,Male,0,No,No,7,0-12 mo,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,44.69,362.86,5,No,0,,N/A
5700-BOCC,Female,0,No,No,35,25-48 mo,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.2,1331.55,4,No,0,,N/A
5701-TQCD,Female,0,Yes,No,37,25-48 mo,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,67.76,2460.86,5,No,0,,N/A
5702-MTGM,Male,0,Yes,No,4,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.43,181.37,2,No,0,,N/A
5703-BZGQ,Female,0,No,No,24,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),68.55,1633.65,1,Yes,1,,N/A
5704-ZYKL,Male,0,Yes,No,30,25-48 mo,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.02,2354.02,3,Yes,1,,N/A
5705-BLHU,Female,0,No,No,6,0-12 mo,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,19.89,100.32,4,Yes,1,,N/A
5706-UNKQ,Female,0,No,Yes,71,49-72 mo,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),93.94,6661.64,3,Yes,1,,N/A
5707-RCYG,Male,0,Yes,No,21,13-24 mo,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,64.06,1383.62,4,No,0,,N/A
5708-WXEW,Female,0,No,No,3,0-12 mo,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.58,291.14,4,Yes,1,,N/A
5709-WWAK,Female,0,No,Yes,13,13-24 mo,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),55.48,680.57,5,No,0,,N/A
5710-TYKF,Male,0,Yes,No,20,13-24 mo,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),118.75,2397.87,4,Yes,1,,N/A
5711-WAVQ,Female,0,No,Yes,0,0-12 mo,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,109.02,18.85,5,No,0,,N/A
5712-ALCN,Male,0,Yes,Yes,1,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),64.75,18.85,1,No,0,,N/A
5713-ZQOD,Male,0,No,No,1,0-12 mo,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,60.21,85.46,7,Yes,1,,N/A
5714-HKMY,Male,0,No,No,24,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,386.71,1,No,0,,N/A
5715-QQET,Male,0,No,No,13,13-24 mo,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.82,749.49,3,Yes,1,,N/A
